Term,Term Descr,Crse ID,Crse Offer Nbr,Session Code,Associated Class,Subject,Subject Descr,Catalog Nbr,Class Nbr,Class Section,Combined Section,Course Title Long,CRAS Crse Component,Section Enrl Cnt,Section Avg Wkly Mtg Hrs,Section Dist Hrs,Units Minimum,Units Maximum,DeptID (Class),Dept Descr (Class),Class Acad Group,Class Acad Group Descrshort,Class Mtg Nbr,GEO_Instr_IDs,CRAS Contact Percent,Instr Appor Dist Hrs,Instr Appor Wkly Mtg Hrs,Appor Student Credit Hours,Class Instr Appt DeptID,Appt Dept Descr,Appt Dept Grp,EG Rank IPEDS,EG Rank IPEDS Descr,Acad Rank Title Mod Descrshort,Tenure Status,Tenure Status Descr,Jobcode,Jobcode Descr
2370,Winter 2022,046134,1,1,1,PNE,Professional Nursing Education,329,22704,001, ,"Inf, Child, Adol Cln",LAB,8,9.0,3.00,3.00,3.00,440000,School Of Nursing,NUR,Nursing,1,,100,3.00,9.0,24.00,440000,School of Nursing,SCHOOL_NURSING,4,Instructor,Clinical,NOT,Non Tenure Not On Track,202640,CLINICAL INSTRUCTOR
2370,Winter 2022,046136,1,1,1,PNE,Professional Nursing Education,330,22706,001, ,"Inf, Child, Adol Cln",LAB,8,9.0,3.00,3.00,3.00,440000,School Of Nursing,NUR,Nursing,1,,100,3.00,9.0,24.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2370,Winter 2022,046137,1,1,1,PNE,Professional Nursing Education,331,22707,001, ,"Inf, Child, Adol Cln",LAB,8,9.0,3.00,3.00,3.00,440000,School Of Nursing,NUR,Nursing,1,,100,3.00,9.0,24.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2370,Winter 2022,046138,1,1,1,PNE,Professional Nursing Education,332,24446,001, ,"Inf, Child, Adol Cln",LAB,6,9.0,3.00,3.00,3.00,440000,School Of Nursing,NUR,Nursing,1,,100,3.00,9.0,18.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2370,Winter 2022,046139,1,1,1,PNE,Professional Nursing Education,425,35591,001, ,Leadership Cln,LAB,13,2.0,2.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,100,2.00,2.0,26.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor, ,NTK,Non Tenure On Track,202000,ASST PROFESSOR
2370,Winter 2022,046140,1,1,1,PNE,Professional Nursing Education,426,22728,001, ,Leadership Cln,LAB,13,2.0,2.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,100,2.00,2.0,26.00,440000,School of Nursing,SCHOOL_NURSING,4,Instructor,Adjunct,NOT,Non Tenure Not On Track,202540,ADJUNCT CLINICAL INSTRUCTOR
2370,Winter 2022,046141,1,1,1,PNE,Professional Nursing Education,427,22729,001, ,Leadership Cln,LAB,13,2.0,2.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,100,2.00,2.0,26.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046142,1,1,1,PNE,Professional Nursing Education,401,22723,001, ,Pop Health Cln,LAB,8,6.5,3.00,3.00,3.00,440000,School Of Nursing,NUR,Nursing,1,,100,3.00,6.5,24.00,440000,School of Nursing,SCHOOL_NURSING,4,Instructor,Clinical,NOT,Non Tenure Not On Track,202640,CLINICAL INSTRUCTOR
2370,Winter 2022,046143,1,1,1,PNE,Professional Nursing Education,428,22730,001, ,Leadership Cln,LAB,13,2.0,2.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,100,2.00,2.0,26.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046144,1,1,1,PNE,Professional Nursing Education,429,22731,001, ,Leadership Cln,LAB,13,2.0,2.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,100,2.00,2.0,26.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor, ,NTK,Non Tenure On Track,202000,ASST PROFESSOR
2370,Winter 2022,046146,1,1,1,PNE,Professional Nursing Education,430,22732,001, ,Leadership Cln,LAB,12,2.0,2.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,100,2.00,2.0,24.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,046148,1,1,1,PNE,Professional Nursing Education,431,22733,001, ,Leadership Cln,LAB,13,2.0,2.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,100,2.00,2.0,26.00,440000,School of Nursing,SCHOOL_NURSING,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2370,Winter 2022,046149,1,1,1,PNE,Professional Nursing Education,405,37667,001, ,Pop Health Cln,LAB,8,6.5,3.00,3.00,3.00,440000,School Of Nursing,NUR,Nursing,1,,100,3.00,6.5,24.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2370,Winter 2022,046153,1,1,1,PNE,Professional Nursing Education,406,22726,001, ,Pop Health Cln,LAB,8,6.5,3.00,3.00,3.00,440000,School Of Nursing,NUR,Nursing,1,,100,3.00,6.5,24.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,046155,1,1,1,PNE,Professional Nursing Education,407,22727,001, ,Pop Health Cln,LAB,8,6.5,3.00,3.00,3.00,440000,School Of Nursing,NUR,Nursing,1,,100,3.00,6.5,24.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,046159,1,1,1,PNE,Professional Nursing Education,450,35592,001, ,Ther NurCare III Cln,LAB,2,16.0,8.00,8.00,8.00,440000,School Of Nursing,NUR,Nursing,1,,100,8.00,16.0,16.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2370,Winter 2022,046161,1,1,1,PNE,Professional Nursing Education,455,22743,001, ,Ther NurCare III Cln,LAB,4,16.0,8.00,8.00,8.00,440000,School Of Nursing,NUR,Nursing,1,,100,8.00,16.0,32.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer,Adjunct,NOT,Non Tenure Not On Track,202780,LEO Adjunct Lecturer
2370,Winter 2022,046162,1,1,1,PNE,Professional Nursing Education,451,22740,001, ,Ther NurCare III Cln,LAB,6,16.0,8.00,8.00,8.00,440000,School Of Nursing,NUR,Nursing,1,,100,8.00,16.0,48.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2370,Winter 2022,046163,1,1,1,PNE,Professional Nursing Education,452,22741,001, ,Ther NurCare III Cln,LAB,10,16.0,8.00,8.00,8.00,440000,School Of Nursing,NUR,Nursing,1,,100,8.00,16.0,80.00,440000,School of Nursing,SCHOOL_NURSING,4,Instructor,Clinical,NOT,Non Tenure Not On Track,202640,CLINICAL INSTRUCTOR
2370,Winter 2022,046164,1,1,1,PNE,Professional Nursing Education,458,22744,001, ,Ther NurCare III Cln,LAB,2,16.0,8.00,8.00,8.00,440000,School Of Nursing,NUR,Nursing,1,,100,8.00,16.0,16.00,440000,School of Nursing,SCHOOL_NURSING,4,Instructor,Clinical,NOT,Non Tenure Not On Track,202640,CLINICAL INSTRUCTOR
2370,Winter 2022,046165,1,1,1,PNE,Professional Nursing Education,453,22742,001, ,Ther NurCare III Cln,LAB,9,16.0,8.00,8.00,8.00,440000,School Of Nursing,NUR,Nursing,1,,100,8.00,16.0,72.00,440000,School of Nursing,SCHOOL_NURSING,2,Associate Professor,Clinical,NOT,Non Tenure Not On Track,201640,CLINICAL ASSOC PROF
2370,Winter 2022,046166,1,1,1,PNE,Professional Nursing Education,460,31034,001, ,Ther NurCare III Cln,LAB,7,16.0,8.00,8.00,8.00,440000,School Of Nursing,NUR,Nursing,1,,100,8.00,16.0,56.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2370,Winter 2022,046167,1,1,1,PNE,Professional Nursing Education,461,22745,001, ,Ther NurCare III Cln,LAB,2,16.0,8.00,8.00,8.00,440000,School Of Nursing,NUR,Nursing,1,,100,8.00,16.0,16.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2370,Winter 2022,046168,1,1,1,PNE,Professional Nursing Education,462,22746,001, ,Ther NurCare III Cln,LAB,2,16.0,8.00,8.00,8.00,440000,School Of Nursing,NUR,Nursing,1,,100,8.00,16.0,16.00,440000,School of Nursing,SCHOOL_NURSING,4,Instructor,Clinical,NOT,Non Tenure Not On Track,202640,CLINICAL INSTRUCTOR
2370,Winter 2022,046169,1,1,1,PNE,Professional Nursing Education,463,22747,001, ,Ther NurCare III Cln,LAB,9,16.0,8.00,8.00,8.00,440000,School Of Nursing,NUR,Nursing,1,,100,8.00,16.0,72.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046170,1,1,1,PNE,Professional Nursing Education,464,22748,001, ,Ther NurCare III Cln,LAB,6,16.0,8.00,8.00,8.00,440000,School Of Nursing,NUR,Nursing,1,,100,8.00,16.0,48.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2370,Winter 2022,046171,1,1,1,PNE,Professional Nursing Education,200,35573,001, ,Ther Nurs Care I Cln,LAB,6,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,24.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046172,1,1,1,PNE,Professional Nursing Education,201,29285,001, ,Ther Nurs Care I Cln,LAB,8,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,32.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046173,1,1,1,PNE,Professional Nursing Education,202,29286,001, ,Ther Nurs Care I Cln,LAB,7,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,28.00,440000,School of Nursing,SCHOOL_NURSING,4,Instructor,Clinical,NOT,Non Tenure Not On Track,202640,CLINICAL INSTRUCTOR
2370,Winter 2022,046174,1,1,1,PNE,Professional Nursing Education,203,29287,001, ,Ther Nurs Care I Cln,LAB,8,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,50,2.00,4.3,16.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046174,1,1,1,PNE,Professional Nursing Education,203,29287,001, ,Ther Nurs Care I Cln,LAB,8,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,50,2.00,4.3,16.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046175,1,1,1,PNE,Professional Nursing Education,204,29288,001, ,Ther Nurs Care I Cln,LAB,8,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,32.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,046176,1,1,1,PNE,Professional Nursing Education,205,29289,001, ,Ther Nurs Care I Cln,LAB,5,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,20.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,046177,1,1,1,PNE,Professional Nursing Education,206,29290,001, ,Ther Nurs Care I Cln,LAB,7,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,28.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2370,Winter 2022,046178,1,1,1,PNE,Professional Nursing Education,207,29291,001, ,Ther Nurs Care I Cln,LAB,8,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,32.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046179,1,1,1,PNE,Professional Nursing Education,208,29292,001, ,Ther Nurs Care I Cln,LAB,8,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,32.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046180,1,1,1,PNE,Professional Nursing Education,209,29293,001, ,Ther Nurs Care I Cln,LAB,8,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,32.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046181,1,1,1,PNE,Professional Nursing Education,210,29294,001, ,Ther Nurs Care I Cln,LAB,7,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,28.00,440000,School of Nursing,SCHOOL_NURSING,4,Instructor,Clinical,NOT,Non Tenure Not On Track,202640,CLINICAL INSTRUCTOR
2370,Winter 2022,046182,1,1,1,PNE,Professional Nursing Education,211,29295,001, ,Ther Nurs Care I Cln,LAB,8,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,32.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,046183,1,1,1,PNE,Professional Nursing Education,468,22750,001, ,Ther NurCare III Cln,LAB,3,16.0,8.00,8.00,8.00,440000,School Of Nursing,NUR,Nursing,1,,100,8.00,16.0,24.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2370,Winter 2022,046184,1,1,1,PNE,Professional Nursing Education,212,29296,001, ,Ther Nurs Care I Cln,LAB,7,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,28.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046185,1,1,1,PNE,Professional Nursing Education,213,29297,001, ,Ther Nurs Care I Cln,LAB,8,7.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,7.5,32.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,046186,1,1,1,PNE,Professional Nursing Education,214,29298,001, ,Ther Nurs Care I Cln,LAB,8,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,32.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046187,1,1,1,PNE,Professional Nursing Education,215,29299,001, ,Ther Nurs Care I Cln,LAB,8,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,32.00,440000,School of Nursing,SCHOOL_NURSING,4,Instructor,Adjunct,NOT,Non Tenure Not On Track,202540,ADJUNCT CLINICAL INSTRUCTOR
2370,Winter 2022,046188,1,1,1,PNE,Professional Nursing Education,216,29300,001, ,Ther Nurs Care I Cln,LAB,5,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,20.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046189,1,1,1,PNE,Professional Nursing Education,217,29301,001, ,Ther Nurs Care I Cln,LAB,8,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,32.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2370,Winter 2022,046190,1,1,1,PNE,Professional Nursing Education,218,29302,001, ,Ther Nurs Care I Cln,LAB,8,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,32.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046191,1,1,1,PNE,Professional Nursing Education,219,29303,001, ,Ther Nurs Care I Cln,LAB,8,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,32.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046192,1,1,1,PNE,Professional Nursing Education,220,29304,001, ,Ther Nurs Care I Cln,LAB,8,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,32.00,440000,School of Nursing,SCHOOL_NURSING,4,Instructor,Clinical,NOT,Non Tenure Not On Track,202640,CLINICAL INSTRUCTOR
2370,Winter 2022,046193,1,1,1,PNE,Professional Nursing Education,221,29305,001, ,Ther Nurs Care I Cln,LAB,7,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,28.00,440000,School of Nursing,SCHOOL_NURSING,4,Instructor,Clinical,NOT,Non Tenure Not On Track,202640,CLINICAL INSTRUCTOR
2370,Winter 2022,046194,1,1,1,PNE,Professional Nursing Education,222,29306,001, ,Ther Nurs Care I Cln,LAB,7,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,28.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,046195,1,1,1,PNE,Professional Nursing Education,402,22724,001, ,Pop Health Cln,LAB,8,6.5,3.00,3.00,3.00,440000,School Of Nursing,NUR,Nursing,1,,100,3.00,6.5,24.00,440000,School of Nursing,SCHOOL_NURSING,4,Instructor,Clinical,NOT,Non Tenure Not On Track,202640,CLINICAL INSTRUCTOR
2370,Winter 2022,046196,1,1,1,PNE,Professional Nursing Education,404,22725,001, ,Pop Health Cln,LAB,7,6.5,3.00,3.00,3.00,440000,School Of Nursing,NUR,Nursing,1,,100,3.00,6.5,21.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor, ,NTK,Non Tenure On Track,202000,ASST PROFESSOR
2370,Winter 2022,046205,1,1,1,PNE,Professional Nursing Education,223,30493,001, ,Ther Nurs Care I Cln,LAB,7,8.5,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,100,4.00,8.5,28.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046206,1,1,1,PNE,Professional Nursing Education,308,23858,001, ,Repr Health Cln,LAB,8,9.0,3.00,3.00,3.00,440000,School Of Nursing,NUR,Nursing,1,,100,3.00,9.0,24.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046207,1,1,1,PNE,Professional Nursing Education,333,23842,001, ,"Inf, Child, Adol Cln",LAB,6,9.0,3.00,3.00,3.00,440000,School Of Nursing,NUR,Nursing,1,,100,3.00,9.0,18.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,046208,1,1,1,PNE,Professional Nursing Education,403,23338,001, ,Pop Health Cln,LAB,8,6.5,3.00,3.00,3.00,440000,School Of Nursing,NUR,Nursing,1,,100,3.00,6.5,24.00,440000,School of Nursing,SCHOOL_NURSING,4,Instructor,Clinical,NOT,Non Tenure Not On Track,202640,CLINICAL INSTRUCTOR
2370,Winter 2022,046209,1,1,1,PNE,Professional Nursing Education,408,25016,001, ,Pop Health Cln,LAB,8,6.5,3.00,3.00,3.00,440000,School Of Nursing,NUR,Nursing,1,,100,3.00,6.5,24.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,046210,1,1,1,PNE,Professional Nursing Education,409,25017,001, ,Pop Health Cln,LAB,8,6.5,3.00,3.00,3.00,440000,School Of Nursing,NUR,Nursing,1,,100,3.00,6.5,24.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,046211,1,1,1,PNE,Professional Nursing Education,410,25018,001, ,Pop Health Cln,LAB,8,6.5,3.00,3.00,3.00,440000,School Of Nursing,NUR,Nursing,1,,100,3.00,6.5,24.00,440000,School of Nursing,SCHOOL_NURSING,4,Instructor,Clinical,NOT,Non Tenure Not On Track,202640,CLINICAL INSTRUCTOR
2370,Winter 2022,046212,1,1,1,PNE,Professional Nursing Education,411,35588,001, ,Pop Health Cln,LAB,8,6.5,3.00,3.00,3.00,440000,School Of Nursing,NUR,Nursing,1,,100,3.00,6.5,24.00,440000,School of Nursing,SCHOOL_NURSING,4,Instructor,Clinical,NOT,Non Tenure Not On Track,202640,CLINICAL INSTRUCTOR
2370,Winter 2022,046221,1,1,1,PNE,Professional Nursing Education,469,40370,001, ,Ther NurCare III Cln,LAB,2,16.0,8.00,8.00,8.00,440000,School Of Nursing,NUR,Nursing,1,,100,8.00,16.0,16.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2370,Winter 2022,046226,1,1,1,PNE,Professional Nursing Education,359,22713,001, ,Ther NursCare II Cln,LAB,8,9.0,5.00,5.00,5.00,440000,School Of Nursing,NUR,Nursing,1,,100,5.00,9.0,40.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer,Adjunct,NOT,Non Tenure Not On Track,202780,LEO Adjunct Lecturer
2370,Winter 2022,046227,1,1,1,PNE,Professional Nursing Education,471,40371,001, ,Ther NurCare III Cln,LAB,6,16.0,8.00,8.00,8.00,440000,School Of Nursing,NUR,Nursing,1,,100,8.00,16.0,48.00,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,046231,1,1,1,PNE,Professional Nursing Education,361,22715,001, ,Ther NursCare II Cln,LAB,8,9.0,5.00,5.00,5.00,440000,School Of Nursing,NUR,Nursing,1,,100,5.00,9.0,40.00,440000,School of Nursing,SCHOOL_NURSING,4,Instructor,Clinical,NOT,Non Tenure Not On Track,202640,CLINICAL INSTRUCTOR
2370,Winter 2022,046236,1,1,1,ARTDES,Art and Design,720,35666,001, ,Int'l Project,LAB,2,6.0,3.00,3.00,3.00,373000,School Of Art And Design,ART,Art&Des,1,,100,3.00,6.0,6.00,373000,Stamps School of Art & Design,SCHOOL_ART_DESIGN,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,046251,1,1,2,ROB,Robotics,590,23233,002, ,Directed Study,IND,1,0.0,3.00,1.00,6.00,210308,CoE Robotics Institute,ENG,Eng,1,,100,3.00,0.0,3.00,212000,Aerospace Engineering,COLLEGE_ENGINEERING,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,046251,1,1,4,ROB,Robotics,590,23235,004, ,Directed Study,IND,4,0.0,3.25,1.00,6.00,210308,CoE Robotics Institute,ENG,Eng,1,,100,3.25,0.0,13.00,216100,COE EECS - ECE Division,COLLEGE_ENGINEERING,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,046251,1,1,6,ROB,Robotics,590,23237,006, ,Directed Study,IND,2,0.0,5.00,1.00,6.00,210308,CoE Robotics Institute,ENG,Eng,1,,100,5.00,0.0,10.00,215000,Civil & Environmental Engr,COLLEGE_ENGINEERING,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,046251,1,1,7,ROB,Robotics,590,23238,007, ,Directed Study,IND,2,0.0,3.00,1.00,6.00,210308,CoE Robotics Institute,ENG,Eng,1,,100,3.00,0.0,6.00,222500,Mechanical Engineering,COLLEGE_ENGINEERING,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,046251,1,1,9,ROB,Robotics,590,23988,009, ,Directed Study,IND,4,0.0,3.00,1.00,6.00,210308,CoE Robotics Institute,ENG,Eng,1,,100,3.00,0.0,12.00,222500,Mechanical Engineering,COLLEGE_ENGINEERING,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2370,Winter 2022,046251,1,1,10,ROB,Robotics,590,23989,010, ,Directed Study,IND,1,0.0,3.00,1.00,6.00,210308,CoE Robotics Institute,ENG,Eng,1,,100,3.00,0.0,3.00,221000,Industrial & Operations Engin,COLLEGE_ENGINEERING,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,046251,1,1,12,ROB,Robotics,590,23992,012, ,Directed Study,IND,3,0.0,4.67,1.00,6.00,210308,CoE Robotics Institute,ENG,Eng,1,,100,4.67,0.0,14.01,222500,Mechanical Engineering,COLLEGE_ENGINEERING,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2370,Winter 2022,046251,1,1,16,ROB,Robotics,590,24115,016, ,Directed Study,IND,3,0.0,3.00,1.00,6.00,210308,CoE Robotics Institute,ENG,Eng,1,,100,3.00,0.0,9.00,215900,EECS - CSE Division,COLLEGE_ENGINEERING,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,046251,1,1,17,ROB,Robotics,590,24890,017, ,Directed Study,IND,5,0.0,4.00,1.00,6.00,210308,CoE Robotics Institute,ENG,Eng,1,,100,4.00,0.0,20.00,216100,COE EECS - ECE Division,COLLEGE_ENGINEERING,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2370,Winter 2022,046251,1,1,19,ROB,Robotics,590,25281,019, ,Directed Study,IND,2,0.0,3.00,1.00,6.00,210308,CoE Robotics Institute,ENG,Eng,1,,100,3.00,0.0,6.00,216100,COE EECS - ECE Division,COLLEGE_ENGINEERING,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2370,Winter 2022,046251,1,1,21,ROB,Robotics,590,31616,021, ,Directed Study,IND,2,0.0,3.00,1.00,6.00,210308,CoE Robotics Institute,ENG,Eng,1,,100,3.00,0.0,6.00,254000,MM PM&R,MEDICAL_SCHOOL,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
